"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","county","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.2183,22.719479,"Guangdong",2022,3,11,"cdround","https://www.inaturalist.org/observations/108860245","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773229502","108860245",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.080183,22.41903,"Yuen Long",2022,3,8,"cdround","https://www.inaturalist.org/observations/121700486","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859281657","121700486",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",113.570312,22.124678,"Ilhas",2022,4,3,"cdround","https://www.inaturalist.org/observations/110264578","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759224775","110264578",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.160649,22.501078,"North",2022,4,17,"cdround","https://www.inaturalist.org/observations/111754986","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759293272","111754986",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.187063,22.300151,"Kowloon City",2022,4,8,"cdround","https://www.inaturalist.org/observations/110732208","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759310264","110732208",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.289397,22.415464,"Sai Kung",2022,4,3,"cdround","https://www.inaturalist.org/observations/110613496","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759325160","110613496",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.296897,22.391387,"Sai Kung",2022,4,21,"cdround","https://www.inaturalist.org/observations/112221828","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759360717","112221828",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.182489,22.430776,"Tai Po",2022,4,10,"cdround","https://www.inaturalist.org/observations/111299758","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759400719","111299758",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.181208,22.425853,"Tai Po",2022,4,18,"cdround","https://www.inaturalist.org/observations/111999054","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759425469","111999054",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.187171,22.300265,"Kowloon City",2022,4,12,"cdround","https://www.inaturalist.org/observations/111175412","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759642703","111175412",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.038394,22.462243,"Yuen Long",2022,4,12,"cdround","https://www.inaturalist.org/observations/111197111","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759647660","111197111",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.136201,22.277364,"Central and Western",2022,4,16,"cdround","https://www.inaturalist.org/observations/111610237","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759699119","111610237",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",113.915923,22.261435,"Islands",2022,4,16,"cdround","https://www.inaturalist.org/observations/111741919","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759717196","111741919",NA,NA,NA,NA,NA,NA,NA
